group,question_id,variant,type,prompt,option_order,option_label,option_impact,richness,tenderness,boldness,adventure,value,precision,delta_net,delta_abs_total,tradeoff_flags,signal_keys,signal_json
cook_window,cook_window_a,A,Prep Effort,How much prep effort are you willing to do?,1,Minimal prep only,Low effort,0,1,0,-1,1,-1,0,4,none,prepEffort|cookWindow,"{""prepEffort"":""Low"",""cookWindow"":""10-15 minutes""}"
cook_window,cook_window_a,A,Prep Effort,How much prep effort are you willing to do?,2,Quick prep is fine,Moderate effort,0,0,0,0,0,1,1,1,none,prepEffort|cookWindow,"{""prepEffort"":""Medium"",""cookWindow"":""20-30 minutes""}"
cook_window,cook_window_a,A,Prep Effort,How much prep effort are you willing to do?,3,Marinade/trim prep is fine,Higher effort,0,0,1,1,1,1,4,4,none,prepEffort|cookWindow,"{""prepEffort"":""High"",""cookWindow"":""30-45 minutes""}"
cook_window,cook_window_a,A,Prep Effort,How much prep effort are you willing to do?,4,I enjoy full project cooks,Project cook,0,0,1,2,-1,2,4,6,precision_vs_value,prepEffort|cookWindow,"{""prepEffort"":""Very high"",""cookWindow"":""45+ minute project""}"
cook_window,cook_window_b,B,Prep Effort,How much prep effort are you willing to do?,1,Minimal prep only,Low effort,0,1,0,-1,1,-1,0,4,none,prepEffort|cookWindow,"{""prepEffort"":""Low"",""cookWindow"":""10-15 minutes""}"
cook_window,cook_window_b,B,Prep Effort,How much prep effort are you willing to do?,2,Quick prep is fine,Moderate effort,0,0,0,0,0,1,1,1,none,prepEffort|cookWindow,"{""prepEffort"":""Medium"",""cookWindow"":""20-30 minutes""}"
cook_window,cook_window_b,B,Prep Effort,How much prep effort are you willing to do?,3,Marinade/trim prep is fine,Higher effort,0,0,1,1,1,1,4,4,none,prepEffort|cookWindow,"{""prepEffort"":""High"",""cookWindow"":""30-45 minutes""}"
cook_window,cook_window_b,B,Prep Effort,How much prep effort are you willing to do?,4,I enjoy full project cooks,Project cook,0,0,1,2,-1,2,4,6,precision_vs_value,prepEffort|cookWindow,"{""prepEffort"":""Very high"",""cookWindow"":""45+ minute project""}"
cook_window,cook_window_c,C,Prep,How much prep effort are you willing to do?,1,Minimal prep only,Low effort,0,1,0,-1,1,-1,0,4,none,prepEffort|cookWindow,"{""prepEffort"":""Low"",""cookWindow"":""10-15 minutes""}"
cook_window,cook_window_c,C,Prep,How much prep effort are you willing to do?,2,Quick prep is fine,Moderate effort,0,0,0,0,0,1,1,1,none,prepEffort|cookWindow,"{""prepEffort"":""Medium"",""cookWindow"":""20-30 minutes""}"
cook_window,cook_window_c,C,Prep,How much prep effort are you willing to do?,3,Marinade/trim prep is fine,Higher effort,0,0,1,1,1,1,4,4,none,prepEffort|cookWindow,"{""prepEffort"":""High"",""cookWindow"":""30-45 minutes""}"
cook_window,cook_window_c,C,Prep,How much prep effort are you willing to do?,4,I enjoy full project cooks,Project cook,0,0,1,2,-1,2,4,6,precision_vs_value,prepEffort|cookWindow,"{""prepEffort"":""Very high"",""cookWindow"":""45+ minute project""}"
smoke,smoke_a,A,Smoke,How much smoke flavor do you want?,1,None,No smoke,0,1,-1,0,0,1,1,3,none,smokeLevel,"{""smokeLevel"":""None""}"
smoke,smoke_a,A,Smoke,How much smoke flavor do you want?,2,Light,Light smoke,0,0,1,0,0,0,1,1,none,smokeLevel,"{""smokeLevel"":""Light""}"
smoke,smoke_a,A,Smoke,How much smoke flavor do you want?,3,Medium,Medium smoke,0,0,1,1,0,0,2,2,none,smokeLevel,"{""smokeLevel"":""Medium""}"
smoke,smoke_a,A,Smoke,How much smoke flavor do you want?,4,Heavy,Heavy smoke,1,0,2,1,0,0,4,4,none,smokeLevel,"{""smokeLevel"":""Heavy""}"
smoke,smoke_b,B,Smoke,How much smoke flavor do you want?,1,None,No smoke,0,1,-1,0,0,1,1,3,none,smokeLevel,"{""smokeLevel"":""None""}"
smoke,smoke_b,B,Smoke,How much smoke flavor do you want?,2,Light,Light smoke,0,0,1,0,0,0,1,1,none,smokeLevel,"{""smokeLevel"":""Light""}"
smoke,smoke_b,B,Smoke,How much smoke flavor do you want?,3,Medium,Medium smoke,0,0,1,1,0,0,2,2,none,smokeLevel,"{""smokeLevel"":""Medium""}"
smoke,smoke_b,B,Smoke,How much smoke flavor do you want?,4,Heavy,Heavy smoke,1,0,2,1,0,0,4,4,none,smokeLevel,"{""smokeLevel"":""Heavy""}"
smoke,smoke_c,C,BBQ,How much smoke flavor do you want?,1,None,No smoke,0,1,-1,0,0,1,1,3,none,smokeLevel,"{""smokeLevel"":""None""}"
smoke,smoke_c,C,BBQ,How much smoke flavor do you want?,2,Light,Light smoke,0,0,1,0,0,0,1,1,none,smokeLevel,"{""smokeLevel"":""Light""}"
smoke,smoke_c,C,BBQ,How much smoke flavor do you want?,3,Medium,Medium smoke,0,0,1,1,0,0,2,2,none,smokeLevel,"{""smokeLevel"":""Medium""}"
smoke,smoke_c,C,BBQ,How much smoke flavor do you want?,4,Heavy,Heavy smoke,1,0,2,1,0,0,4,4,none,smokeLevel,"{""smokeLevel"":""Heavy""}"
fat_cap,fat_cap_a,A,Fat Cap,How do you feel about fat cap?,1,Trim it off,Lean-first,-2,0,0,0,1,0,-1,3,value_vs_richness,fatCapPreference,"{""fatCapPreference"":""Trimmed lean""}"
fat_cap,fat_cap_a,A,Fat Cap,How do you feel about fat cap?,2,A little is fine,Some fat,-1,0,0,0,0,0,-1,1,none,fatCapPreference,"{""fatCapPreference"":""Some fat edge""}"
fat_cap,fat_cap_a,A,Fat Cap,How do you feel about fat cap?,3,I like it,Enjoy fat cap,1,0,1,0,0,0,2,2,none,fatCapPreference,"{""fatCapPreference"":""Like fat cap""}"
fat_cap,fat_cap_a,A,Fat Cap,How do you feel about fat cap?,4,Love fat cap,Fat-forward,2,0,1,0,-1,0,2,4,richness_vs_value,fatCapPreference,"{""fatCapPreference"":""Love fat cap""}"
fat_cap,fat_cap_b,B,Fat Cap,How do you feel about fat cap?,1,Trim it off,Lean-first,-2,0,0,0,1,0,-1,3,value_vs_richness,fatCapPreference,"{""fatCapPreference"":""Trimmed lean""}"
fat_cap,fat_cap_b,B,Fat Cap,How do you feel about fat cap?,2,A little is fine,Some fat,-1,0,0,0,0,0,-1,1,none,fatCapPreference,"{""fatCapPreference"":""Some fat edge""}"
fat_cap,fat_cap_b,B,Fat Cap,How do you feel about fat cap?,3,I like it,Enjoy fat cap,1,0,1,0,0,0,2,2,none,fatCapPreference,"{""fatCapPreference"":""Like fat cap""}"
fat_cap,fat_cap_b,B,Fat Cap,How do you feel about fat cap?,4,Love fat cap,Fat-forward,2,0,1,0,-1,0,2,4,richness_vs_value,fatCapPreference,"{""fatCapPreference"":""Love fat cap""}"
fat_cap,fat_cap_c,C,Fat,How do you feel about fat cap?,1,Trim it off,Lean-first,-2,0,0,0,1,0,-1,3,value_vs_richness,fatCapPreference,"{""fatCapPreference"":""Trimmed lean""}"
fat_cap,fat_cap_c,C,Fat,How do you feel about fat cap?,2,A little is fine,Some fat,-1,0,0,0,0,0,-1,1,none,fatCapPreference,"{""fatCapPreference"":""Some fat edge""}"
fat_cap,fat_cap_c,C,Fat,How do you feel about fat cap?,3,I like it,Enjoy fat cap,1,0,1,0,0,0,2,2,none,fatCapPreference,"{""fatCapPreference"":""Like fat cap""}"
fat_cap,fat_cap_c,C,Fat,How do you feel about fat cap?,4,Love fat cap,Fat-forward,2,0,1,0,-1,0,2,4,richness_vs_value,fatCapPreference,"{""fatCapPreference"":""Love fat cap""}"
chew,chew_a,A,Chew,How much chew do you like?,1,Very soft,Soft,0,2,-1,0,0,0,1,3,none,chewTolerance,"{""chewTolerance"":""Very tender only""}"
chew,chew_a,A,Chew,How much chew do you like?,2,Balanced chew,Balanced,0,1,1,0,0,0,2,2,none,chewTolerance,"{""chewTolerance"":""Balanced chew""}"
chew,chew_a,A,Chew,How much chew do you like?,3,Meaty chew,Chewy,0,-1,2,1,0,0,2,4,boldness_vs_tenderness,chewTolerance,"{""chewTolerance"":""Pronounced chew""}"
chew,chew_a,A,Chew,How much chew do you like?,4,Chew doesn't matter,Flexible,0,0,0,1,1,0,2,2,none,chewTolerance,"{""chewTolerance"":""Chew-flexible""}"
chew,chew_b,B,Chew,How much chew do you like?,1,Very soft,Soft,0,2,-1,0,0,0,1,3,none,chewTolerance,"{""chewTolerance"":""Very tender only""}"
chew,chew_b,B,Chew,How much chew do you like?,2,Balanced chew,Balanced,0,1,1,0,0,0,2,2,none,chewTolerance,"{""chewTolerance"":""Balanced chew""}"
chew,chew_b,B,Chew,How much chew do you like?,3,Meaty chew,Chewy,0,-1,2,1,0,0,2,4,boldness_vs_tenderness,chewTolerance,"{""chewTolerance"":""Pronounced chew""}"
chew,chew_b,B,Chew,How much chew do you like?,4,Chew doesn't matter,Flexible,0,0,0,1,1,0,2,2,none,chewTolerance,"{""chewTolerance"":""Chew-flexible""}"
chew,chew_c,C,Bite,How much chew do you like?,1,Very soft,Soft,0,2,-1,0,0,0,1,3,none,chewTolerance,"{""chewTolerance"":""Very tender only""}"
chew,chew_c,C,Bite,How much chew do you like?,2,Balanced chew,Balanced,0,1,1,0,0,0,2,2,none,chewTolerance,"{""chewTolerance"":""Balanced chew""}"
chew,chew_c,C,Bite,How much chew do you like?,3,Meaty chew,Chewy,0,-1,2,1,0,0,2,4,boldness_vs_tenderness,chewTolerance,"{""chewTolerance"":""Pronounced chew""}"
chew,chew_c,C,Bite,How much chew do you like?,4,Chew doesn't matter,Flexible,0,0,0,1,1,0,2,2,none,chewTolerance,"{""chewTolerance"":""Chew-flexible""}"
meal_format,meal_format_a,A,Core Preference,Which steak lane sounds most like you?,1,Very tender (filet style),Tender-first,1,2,0,0,-1,1,3,5,richness_vs_value|tenderness_vs_value|precision_vs_value,coreLane|mealFormat,"{""coreLane"":""Tender-first"",""mealFormat"":""Plated steak""}"
meal_format,meal_format_a,A,Core Preference,Which steak lane sounds most like you?,2,Rich and juicy (ribeye style),Rich-first,2,0,1,0,-1,0,2,4,richness_vs_value,coreLane|mealFormat,"{""coreLane"":""Rich-first"",""mealFormat"":""Plated steak""}"
meal_format,meal_format_a,A,Core Preference,Which steak lane sounds most like you?,3,Balanced tender + flavor (strip style),Balanced,1,1,1,0,0,1,4,4,none,coreLane|mealFormat,"{""coreLane"":""Balanced"",""mealFormat"":""Sliced board""}"
meal_format,meal_format_a,A,Core Preference,Which steak lane sounds most like you?,4,Beefy flavor + value (sirloin style),Beefy-value,0,-1,2,0,2,0,3,5,value_vs_tenderness|boldness_vs_tenderness,coreLane|mealFormat,"{""coreLane"":""Beefy-value"",""mealFormat"":""Tacos / bowls""}"
meal_format,meal_format_b,B,Core Preference,Which steak lane sounds most like you?,1,Very tender (filet style),Tender-first,1,2,0,0,-1,1,3,5,richness_vs_value|tenderness_vs_value|precision_vs_value,coreLane|mealFormat,"{""coreLane"":""Tender-first"",""mealFormat"":""Plated steak""}"
meal_format,meal_format_b,B,Core Preference,Which steak lane sounds most like you?,2,Rich and juicy (ribeye style),Rich-first,2,0,1,0,-1,0,2,4,richness_vs_value,coreLane|mealFormat,"{""coreLane"":""Rich-first"",""mealFormat"":""Plated steak""}"
meal_format,meal_format_b,B,Core Preference,Which steak lane sounds most like you?,3,Balanced tender + flavor (strip style),Balanced,1,1,1,0,0,1,4,4,none,coreLane|mealFormat,"{""coreLane"":""Balanced"",""mealFormat"":""Sliced board""}"
meal_format,meal_format_b,B,Core Preference,Which steak lane sounds most like you?,4,Beefy flavor + value (sirloin style),Beefy-value,0,-1,2,0,2,0,3,5,value_vs_tenderness|boldness_vs_tenderness,coreLane|mealFormat,"{""coreLane"":""Beefy-value"",""mealFormat"":""Tacos / bowls""}"
meal_format,meal_format_c,C,Steak Lane,Which steak lane sounds most like you?,1,Very tender (filet style),Tender-first,1,2,0,0,-1,1,3,5,richness_vs_value|tenderness_vs_value|precision_vs_value,coreLane|mealFormat,"{""coreLane"":""Tender-first"",""mealFormat"":""Plated steak""}"
meal_format,meal_format_c,C,Steak Lane,Which steak lane sounds most like you?,2,Rich and juicy (ribeye style),Rich-first,2,0,1,0,-1,0,2,4,richness_vs_value,coreLane|mealFormat,"{""coreLane"":""Rich-first"",""mealFormat"":""Plated steak""}"
meal_format,meal_format_c,C,Steak Lane,Which steak lane sounds most like you?,3,Balanced tender + flavor (strip style),Balanced,1,1,1,0,0,1,4,4,none,coreLane|mealFormat,"{""coreLane"":""Balanced"",""mealFormat"":""Sliced board""}"
meal_format,meal_format_c,C,Steak Lane,Which steak lane sounds most like you?,4,Beefy flavor + value (sirloin style),Beefy-value,0,-1,2,0,2,0,3,5,value_vs_tenderness|boldness_vs_tenderness,coreLane|mealFormat,"{""coreLane"":""Beefy-value"",""mealFormat"":""Tacos / bowls""}"
leftovers,leftovers_a,A,Leftovers,Any leftovers planned?,1,No leftovers,Single meal,0,1,0,0,-1,1,1,3,tenderness_vs_value|precision_vs_value,leftoversPlan,"{""leftoversPlan"":""No leftovers""}"
leftovers,leftovers_a,A,Leftovers,Any leftovers planned?,2,Next-day lunch,One extra meal,0,0,1,0,1,0,2,2,none,leftoversPlan,"{""leftoversPlan"":""Next-day lunch""}"
leftovers,leftovers_a,A,Leftovers,Any leftovers planned?,3,2-3 meal prep,Meal prep,0,0,0,0,2,1,3,3,none,leftoversPlan,"{""leftoversPlan"":""2-3 meal prep""}"
leftovers,leftovers_a,A,Leftovers,Any leftovers planned?,4,Batch / freezer,Batch,0,-1,1,0,3,0,3,5,value_vs_tenderness|boldness_vs_tenderness,leftoversPlan,"{""leftoversPlan"":""Batch / freezer""}"
leftovers,leftovers_b,B,Leftovers,Any leftovers planned?,1,No leftovers,Single meal,0,1,0,0,-1,1,1,3,tenderness_vs_value|precision_vs_value,leftoversPlan,"{""leftoversPlan"":""No leftovers""}"
leftovers,leftovers_b,B,Leftovers,Any leftovers planned?,2,Next-day lunch,One extra meal,0,0,1,0,1,0,2,2,none,leftoversPlan,"{""leftoversPlan"":""Next-day lunch""}"
leftovers,leftovers_b,B,Leftovers,Any leftovers planned?,3,2-3 meal prep,Meal prep,0,0,0,0,2,1,3,3,none,leftoversPlan,"{""leftoversPlan"":""2-3 meal prep""}"
leftovers,leftovers_b,B,Leftovers,Any leftovers planned?,4,Batch / freezer,Batch,0,-1,1,0,3,0,3,5,value_vs_tenderness|boldness_vs_tenderness,leftoversPlan,"{""leftoversPlan"":""Batch / freezer""}"
leftovers,leftovers_c,C,Leftovers,Any leftovers planned?,1,No leftovers,Single meal,0,1,0,0,-1,1,1,3,tenderness_vs_value|precision_vs_value,leftoversPlan,"{""leftoversPlan"":""No leftovers""}"
leftovers,leftovers_c,C,Leftovers,Any leftovers planned?,2,Next-day lunch,One extra meal,0,0,1,0,1,0,2,2,none,leftoversPlan,"{""leftoversPlan"":""Next-day lunch""}"
leftovers,leftovers_c,C,Leftovers,Any leftovers planned?,3,2-3 meal prep,Meal prep,0,0,0,0,2,1,3,3,none,leftoversPlan,"{""leftoversPlan"":""2-3 meal prep""}"
leftovers,leftovers_c,C,Leftovers,Any leftovers planned?,4,Batch / freezer,Batch,0,-1,1,0,3,0,3,5,value_vs_tenderness|boldness_vs_tenderness,leftoversPlan,"{""leftoversPlan"":""Batch / freezer""}"
occasion,occasion_a,A,Meal Context,What kind of meal is this?,1,Weeknight dinner,Routine,0,0,0,0,1,1,2,2,none,occasionType,"{""occasionType"":""Weeknight dinner""}"
occasion,occasion_a,A,Meal Context,What kind of meal is this?,2,Date night,Premium,1,1,0,0,-1,0,1,3,richness_vs_value|tenderness_vs_value,occasionType,"{""occasionType"":""Date night""}"
occasion,occasion_a,A,Meal Context,What kind of meal is this?,3,Hosting guests,Entertaining,0,0,1,0,0,1,2,2,none,occasionType,"{""occasionType"":""Hosting guests""}"
occasion,occasion_a,A,Meal Context,What kind of meal is this?,4,Game day / BBQ,Casual crowd,0,0,1,1,1,0,3,3,none,occasionType,"{""occasionType"":""Game day / BBQ""}"
occasion,occasion_b,B,Meal Context,What kind of meal is this?,1,Weeknight dinner,Routine,0,0,0,0,1,1,2,2,none,occasionType,"{""occasionType"":""Weeknight dinner""}"
occasion,occasion_b,B,Meal Context,What kind of meal is this?,2,Date night,Premium,1,1,0,0,-1,0,1,3,richness_vs_value|tenderness_vs_value,occasionType,"{""occasionType"":""Date night""}"
occasion,occasion_b,B,Meal Context,What kind of meal is this?,3,Hosting guests,Entertaining,0,0,1,0,0,1,2,2,none,occasionType,"{""occasionType"":""Hosting guests""}"
occasion,occasion_b,B,Meal Context,What kind of meal is this?,4,Game day / BBQ,Casual crowd,0,0,1,1,1,0,3,3,none,occasionType,"{""occasionType"":""Game day / BBQ""}"
occasion,occasion_c,C,Meal Context,What kind of meal is this?,1,Weeknight dinner,Routine,0,0,0,0,1,1,2,2,none,occasionType,"{""occasionType"":""Weeknight dinner""}"
occasion,occasion_c,C,Meal Context,What kind of meal is this?,2,Date night,Premium,1,1,0,0,-1,0,1,3,richness_vs_value|tenderness_vs_value,occasionType,"{""occasionType"":""Date night""}"
occasion,occasion_c,C,Meal Context,What kind of meal is this?,3,Hosting guests,Entertaining,0,0,1,0,0,1,2,2,none,occasionType,"{""occasionType"":""Hosting guests""}"
occasion,occasion_c,C,Meal Context,What kind of meal is this?,4,Game day / BBQ,Casual crowd,0,0,1,1,1,0,3,3,none,occasionType,"{""occasionType"":""Game day / BBQ""}"
crust,crust_a,A,Crust,How much crust do you want?,1,Light sear,Light,0,1,-1,0,0,1,1,3,none,crustLevel,"{""crustLevel"":""Light sear""}"
crust,crust_a,A,Crust,How much crust do you want?,2,Dark crust,Dark,0,0,1,0,0,1,2,2,none,crustLevel,"{""crustLevel"":""Dark crust""}"
crust,crust_a,A,Crust,How much crust do you want?,3,Hard char,Char-forward,0,0,2,1,0,-1,2,4,adventure_vs_precision,crustLevel,"{""crustLevel"":""Hard char""}"
crust,crust_a,A,Crust,How much crust do you want?,4,No crust focus,Neutral,0,0,0,0,1,0,1,1,none,crustLevel,"{""crustLevel"":""No crust focus""}"
crust,crust_b,B,Crust,How much crust do you want?,1,Light sear,Light,0,1,-1,0,0,1,1,3,none,crustLevel,"{""crustLevel"":""Light sear""}"
crust,crust_b,B,Crust,How much crust do you want?,2,Dark crust,Dark,0,0,1,0,0,1,2,2,none,crustLevel,"{""crustLevel"":""Dark crust""}"
crust,crust_b,B,Crust,How much crust do you want?,3,Hard char,Char-forward,0,0,2,1,0,-1,2,4,adventure_vs_precision,crustLevel,"{""crustLevel"":""Hard char""}"
crust,crust_b,B,Crust,How much crust do you want?,4,No crust focus,Neutral,0,0,0,0,1,0,1,1,none,crustLevel,"{""crustLevel"":""No crust focus""}"
crust,crust_c,C,Crust,How much crust do you want?,1,Light sear,Light,0,1,-1,0,0,1,1,3,none,crustLevel,"{""crustLevel"":""Light sear""}"
crust,crust_c,C,Crust,How much crust do you want?,2,Dark crust,Dark,0,0,1,0,0,1,2,2,none,crustLevel,"{""crustLevel"":""Dark crust""}"
crust,crust_c,C,Crust,How much crust do you want?,3,Hard char,Char-forward,0,0,2,1,0,-1,2,4,adventure_vs_precision,crustLevel,"{""crustLevel"":""Hard char""}"
crust,crust_c,C,Crust,How much crust do you want?,4,No crust focus,Neutral,0,0,0,0,1,0,1,1,none,crustLevel,"{""crustLevel"":""No crust focus""}"
routine,routine_a,A,Routine,How often do you buy beef?,1,Monthly,Low frequency,0,0,0,0,-1,1,0,2,precision_vs_value,routineStyle,"{""routineStyle"":""Monthly""}"
routine,routine_a,A,Routine,How often do you buy beef?,2,Weekly,Regular,0,0,0,0,1,0,1,1,none,routineStyle,"{""routineStyle"":""Weekly""}"
routine,routine_a,A,Routine,How often do you buy beef?,3,2-3 times/week,High frequency,0,0,0,0,2,1,3,3,none,routineStyle,"{""routineStyle"":""2-3 times/week""}"
routine,routine_a,A,Routine,How often do you buy beef?,4,Special treat only,Occasional premium,1,1,0,0,-1,0,1,3,richness_vs_value|tenderness_vs_value,routineStyle,"{""routineStyle"":""Special treat""}"
routine,routine_b,B,Routine,How often do you buy beef?,1,Monthly,Low frequency,0,0,0,0,-1,1,0,2,precision_vs_value,routineStyle,"{""routineStyle"":""Monthly""}"
routine,routine_b,B,Routine,How often do you buy beef?,2,Weekly,Regular,0,0,0,0,1,0,1,1,none,routineStyle,"{""routineStyle"":""Weekly""}"
routine,routine_b,B,Routine,How often do you buy beef?,3,2-3 times/week,High frequency,0,0,0,0,2,1,3,3,none,routineStyle,"{""routineStyle"":""2-3 times/week""}"
routine,routine_b,B,Routine,How often do you buy beef?,4,Special treat only,Occasional premium,1,1,0,0,-1,0,1,3,richness_vs_value|tenderness_vs_value,routineStyle,"{""routineStyle"":""Special treat""}"
routine,routine_c,C,Cadence,How often do you buy beef?,1,Monthly,Low frequency,0,0,0,0,-1,1,0,2,precision_vs_value,routineStyle,"{""routineStyle"":""Monthly""}"
routine,routine_c,C,Cadence,How often do you buy beef?,2,Weekly,Regular,0,0,0,0,1,0,1,1,none,routineStyle,"{""routineStyle"":""Weekly""}"
routine,routine_c,C,Cadence,How often do you buy beef?,3,2-3 times/week,High frequency,0,0,0,0,2,1,3,3,none,routineStyle,"{""routineStyle"":""2-3 times/week""}"
routine,routine_c,C,Cadence,How often do you buy beef?,4,Special treat only,Occasional premium,1,1,0,0,-1,0,1,3,richness_vs_value|tenderness_vs_value,routineStyle,"{""routineStyle"":""Special treat""}"
pairing,pairing_a,A,Side Plan,What sides are you serving with it?,1,Rich sides,Balance rich plate,-1,0,0,0,1,0,0,2,value_vs_richness,pairingStyle,"{""pairingStyle"":""Rich sides""}"
pairing,pairing_a,A,Side Plan,What sides are you serving with it?,2,Light sides,Lean plate,1,0,1,0,0,0,2,2,none,pairingStyle,"{""pairingStyle"":""Light sides""}"
pairing,pairing_a,A,Side Plan,What sides are you serving with it?,3,Saucy sides,Sauce pairing,0,0,1,0,1,0,2,2,none,pairingStyle,"{""pairingStyle"":""Sauce-heavy sides""}"
pairing,pairing_a,A,Side Plan,What sides are you serving with it?,4,Minimal sides,Meat-forward,1,0,1,1,0,0,3,3,none,pairingStyle,"{""pairingStyle"":""Minimal sides""}"
pairing,pairing_b,B,Side Plan,What sides are you serving with it?,1,Rich sides,Balance rich plate,-1,0,0,0,1,0,0,2,value_vs_richness,pairingStyle,"{""pairingStyle"":""Rich sides""}"
pairing,pairing_b,B,Side Plan,What sides are you serving with it?,2,Light sides,Lean plate,1,0,1,0,0,0,2,2,none,pairingStyle,"{""pairingStyle"":""Light sides""}"
pairing,pairing_b,B,Side Plan,What sides are you serving with it?,3,Saucy sides,Sauce pairing,0,0,1,0,1,0,2,2,none,pairingStyle,"{""pairingStyle"":""Sauce-heavy sides""}"
pairing,pairing_b,B,Side Plan,What sides are you serving with it?,4,Minimal sides,Meat-forward,1,0,1,1,0,0,3,3,none,pairingStyle,"{""pairingStyle"":""Minimal sides""}"
pairing,pairing_c,C,Side Plan,What sides are you serving with it?,1,Rich sides,Balance rich plate,-1,0,0,0,1,0,0,2,value_vs_richness,pairingStyle,"{""pairingStyle"":""Rich sides""}"
pairing,pairing_c,C,Side Plan,What sides are you serving with it?,2,Light sides,Lean plate,1,0,1,0,0,0,2,2,none,pairingStyle,"{""pairingStyle"":""Light sides""}"
pairing,pairing_c,C,Side Plan,What sides are you serving with it?,3,Saucy sides,Sauce pairing,0,0,1,0,1,0,2,2,none,pairingStyle,"{""pairingStyle"":""Sauce-heavy sides""}"
pairing,pairing_c,C,Side Plan,What sides are you serving with it?,4,Minimal sides,Meat-forward,1,0,1,1,0,0,3,3,none,pairingStyle,"{""pairingStyle"":""Minimal sides""}"
